mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,46,0.0,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.06009615212678909,0.9378775358200073,0.24276457726955414,0.11039985716342926,0.22307513654232025,0.034231141209602356,0.31141847372055054,1.0,nan,0.05000000074505806,,,,,,,,,,,,
outcome,0,46,0.0,0.0,direct answer conditioned on COLON,0.23427709937095642,0.03750000149011612,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,46,0.0,0.0,direct answer conditioned on COLON,0.23427709937095642,0.03750000149011612,gold-prefix trace readout; conditioned on valid state token,0.06009615212678909,0.9378775358200073,0.24276457726955414,0.11039985716342926,0.22307513654232025,0.034231141209602356,0.31141847372055054,0.7728136777877808,0.3733038604259491,0.05000000074505806,mixed only; direct answer CE; first-step local tables,5.277842044830322,4.234551906585693,0.32575066558748017,1.058777946696539,0.06584607809782028,0.016580383231779818,-0.0452710799571276,0.00799372474380438,0.02685445023311441,4.522348880767822,3.227179765701294
process,100,46,0.1484375,0.0625,after greedy trace; not a marginal over traces,0.9998021125793457,0.13750000298023224,gold-prefix trace readout; conditioned on valid state token,0.6538461446762085,0.5142397284507751,0.9981692433357239,0.45971953868865967,0.11388155072927475,1.0547304153442383,0.1101469099521637,0.8077294230461121,0.8077234029769897,0.13750000298023224,,,,,,,,,,,,
outcome,100,46,0.06640625,0.06640625,direct answer conditioned on COLON,0.9970523715019226,0.07500000298023224,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,46,0.0703125,0.0703125,direct answer conditioned on COLON,0.9964805841445923,0.07500000298023224,gold-prefix trace readout; conditioned on valid state token,0.578125,0.5951481461524963,0.9968340992927551,0.6233565211296082,0.11294468492269516,0.992475152015686,0.10582046210765839,0.22146651148796082,0.22000320255756378,0.16249999403953552,mixed only; direct answer CE; first-step local tables,6.179444313049316,10.695777893066406,0.5193277370095675,1.4826049132224945,4.247768402099609,-0.020294448877761273,0.049855195842095,-0.04417549458988431,0.16253774822901204,2.8012242317199707,2.824639081954956
process,500,46,1.0,1.0,after greedy trace; not a marginal over traces,0.9999998211860657,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0015288331778720021,0.9999966025352478,0.9976927042007446,0.0013175687054172158,1.0066218376159668,0.004174009896814823,0.008087996393442154,0.008087987080216408,1.0,,,,,,,,,,,,
outcome,500,46,0.09375,0.09375,direct answer conditioned on COLON,0.9984453916549683,0.08749999850988388,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,46,0.1015625,0.1015625,direct answer conditioned on COLON,0.9959996342658997,0.08749999850988388,gold-prefix trace readout; conditioned on valid state token,1.0,0.013901472091674805,0.9999669194221497,0.9764748215675354,0.009336166083812714,1.082638144493103,0.03533914312720299,0.8659790754318237,0.8656787872314453,1.0,mixed only; direct answer CE; first-step local tables,5.63727331161499,1.1598008871078491,0.2035880127660009,0.979058076998912,1.0945252180099487,0.19600405480274413,0.0067689654085657,-0.005346684006139633,0.04681160261543857,2.8228909969329834,0.04946530982851982
process,1000,46,1.0,1.0,after greedy trace; not a marginal over traces,0.9999998807907104,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.00044398693717084825,0.9999988079071045,0.9984332919120789,0.00045060718548484147,1.0041744709014893,0.0029314765706658363,0.0024523420725017786,0.002452340442687273,1.0,,,,,,,,,,,,
outcome,1000,46,0.09375,0.09375,direct answer conditioned on COLON,0.9994487762451172,0.11249999701976776,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,1000,46,0.08203125,0.08203125,direct answer conditioned on COLON,0.9968487620353699,0.05000000074505806,gold-prefix trace readout; conditioned on valid state token,1.0,0.004503580275923014,0.9999285936355591,0.9467312097549438,0.0036477057728916407,1.0124843120574951,0.008506874553859234,0.9053558111190796,0.9051445126533508,1.0,mixed only; direct answer CE; first-step local tables,4.064692497253418,0.6444838643074036,0.054732186356173766,1.0038834960567922,0.6160224080085754,0.04038868583270339,-0.0035061188417285284,0.0014934468579076137,0.04731050402081618,2.6863646507263184,0.023290716111660004
process,2000,46,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.00013093500456307083,0.9999994039535522,0.9988654255867004,0.0001387559314025566,1.0011852979660034,0.0009881642181426287,0.0007889598491601646,0.0007889553671702743,1.0,,,,,,,,,,,,
outcome,2000,46,0.08984375,0.08984375,direct answer conditioned on COLON,0.9994966387748718,0.16249999403953552,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,2000,46,0.203125,0.203125,direct answer conditioned on COLON,0.9960669279098511,0.11249999701976776,gold-prefix trace readout; conditioned on valid state token,1.0,0.002782674739137292,0.9999891519546509,0.9829460382461548,0.0027327239513397217,1.0133721828460693,0.008613104932010174,0.9061735272407532,0.9058583378791809,1.0,mixed only; direct answer CE; first-step local tables,5.075788974761963,0.8214017748832703,0.024948900698638636,1.0090146261506077,0.7871419787406921,0.02180916230441475,-0.0178650112204572,-0.0014304275330840758,0.02175316900075455,2.699162483215332,0.016400789842009544
